Gene stable ID	Gene stable ID version	Human gene stable ID	Human gene name	Gene name	Gene description
ENSMUSG00000095954	ENSMUSG00000095954.5	ENSG00000204510	PRAMEF7	Gm3183	predicted gene 3183 [Source:MGI Symbol;Acc:MGI:3781362]
ENSMUSG00000095954	ENSMUSG00000095954.5	ENSG00000279169	PRAMEF13	Gm3183	predicted gene 3183 [Source:MGI Symbol;Acc:MGI:3781362]
ENSMUSG00000095954	ENSMUSG00000095954.5	ENSG00000270601	PRAMEF5	Gm3183	predicted gene 3183 [Source:MGI Symbol;Acc:MGI:3781362]
ENSMUSG00000095954	ENSMUSG00000095954.5	ENSG00000237700	PRAMEF33	Gm3183	predicted gene 3183 [Source:MGI Symbol;Acc:MGI:3781362]
ENSMUSG00000095954	ENSMUSG00000095954.5	ENSG00000274764	PRAMEF27	Gm3183	predicted gene 3183 [Source:MGI Symbol;Acc:MGI:3781362]
ENSMUSG00000036241	ENSMUSG00000036241.4	ENSG00000107341	UBE2R2	Ube2r2	ubiquitin-conjugating enzyme E2R 2 [Source:MGI Symbol;Acc:MGI:1914865]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000204501	PRAMEF15	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000120952	PRAMEF2	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000204505	PRAMEF9	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000280267	PRAMEF26	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000204479	PRAMEF17	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000204480	PRAMEF19	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000232423	PRAMEF6	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000204478	PRAMEF20	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000279804	PRAMEF18	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000187545	PRAMEF10	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000182330	PRAMEF8	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000116721	PRAMEF1	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000116726	PRAMEF12	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000229571	PRAMEF25	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000204481	PRAMEF14	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000243073	PRAMEF4	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000239810	PRAMEF11	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000204510	PRAMEF7	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000279169	PRAMEF13	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000270601	PRAMEF5	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000237700	PRAMEF33	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000096742	ENSMUSG00000096742.2	ENSG00000274764	PRAMEF27	Gm6367	predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
ENSMUSG00000026986	ENSMUSG00000026986.15	ENSG00000150540	HNMT	Hnmt	histamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:2153181]
ENSMUSG00000051695	ENSMUSG00000051695.7	ENSG00000169564	PCBP1	Pcbp1	poly(rC) binding protein 1 [Source:MGI Symbol;Acc:MGI:1345635]
ENSMUSG00002076291	ENSMUSG00002076291.1	ENSG00000201028	RNU6-151P	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSMUSG00000040728	ENSMUSG00000040728.16	ENSG00000104413	ESRP1	Esrp1	epithelial splicing regulatory protein 1 [Source:MGI Symbol;Acc:MGI:1917326]
ENSMUSG00000029182	ENSMUSG00000029182.11	ENSG00000173557	FAM166C	Fam166c	family with sequence similarity 166, member C [Source:MGI Symbol;Acc:MGI:1922684]
ENSMUSG00000067006	ENSMUSG00000067006.13	ENSG00000206075	SERPINB5	Serpinb5	serine (or cysteine) peptidase inhibitor, clade B, member 5 [Source:MGI Symbol;Acc:MGI:109579]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000204501	PRAMEF15	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000120952	PRAMEF2	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000204505	PRAMEF9	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000280267	PRAMEF26	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000204479	PRAMEF17	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000204480	PRAMEF19	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000232423	PRAMEF6	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000204478	PRAMEF20	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000279804	PRAMEF18	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000187545	PRAMEF10	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000182330	PRAMEF8	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000116721	PRAMEF1	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000116726	PRAMEF12	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000229571	PRAMEF25	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000204481	PRAMEF14	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000243073	PRAMEF4	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000239810	PRAMEF11	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000204510	PRAMEF7	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000279169	PRAMEF13	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000270601	PRAMEF5	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000237700	PRAMEF33	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000092166	ENSMUSG00000092166.3	ENSG00000274764	PRAMEF27	Pramel45	PRAME like 45 [Source:MGI Symbol;Acc:MGI:3646599]
ENSMUSG00000026070	ENSMUSG00000026070.16	ENSG00000115604	IL18R1	Il18r1	interleukin 18 receptor 1 [Source:MGI Symbol;Acc:MGI:105383]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000204501	PRAMEF15	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000120952	PRAMEF2	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000204505	PRAMEF9	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000280267	PRAMEF26	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000204479	PRAMEF17	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000204480	PRAMEF19	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000232423	PRAMEF6	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000204478	PRAMEF20	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000279804	PRAMEF18	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000187545	PRAMEF10	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000182330	PRAMEF8	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000116721	PRAMEF1	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000116726	PRAMEF12	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000229571	PRAMEF25	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000204481	PRAMEF14	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000243073	PRAMEF4	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000239810	PRAMEF11	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000204510	PRAMEF7	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000279169	PRAMEF13	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000270601	PRAMEF5	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000237700	PRAMEF33	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000095996	ENSMUSG00000095996.5	ENSG00000274764	PRAMEF27	Gm16513	predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]
ENSMUSG00000033508	ENSMUSG00000033508.9	ENSG00000244617	ASPRV1	Asprv1	aspartic peptidase, retroviral-like 1 [Source:MGI Symbol;Acc:MGI:1915105]
ENSMUSG00000052336	ENSMUSG00000052336.8	ENSG00000168329	CX3CR1	Cx3cr1	chemokine (C-X3-C motif) receptor 1 [Source:MGI Symbol;Acc:MGI:1333815]
ENSMUSG00000001156	ENSMUSG00000001156.10	ENSG00000059728	MXD1	Mxd1	MAX dimerization protein 1 [Source:MGI Symbol;Acc:MGI:96908]
ENSMUSG00000053194	ENSMUSG00000053194.3	ENSG00000157884	CIB4	Cib4	calcium and integrin binding family member 4 [Source:MGI Symbol;Acc:MGI:1920509]
ENSMUSG00000061809	ENSMUSG00000061809.9	ENSG00000182521	TBPL2	Tbpl2	TATA box binding protein like 2 [Source:MGI Symbol;Acc:MGI:2684058]
ENSMUSG00000032513	ENSMUSG00000032513.9	ENSG00000114745	GORASP1	Gorasp1	golgi reassembly stacking protein 1 [Source:MGI Symbol;Acc:MGI:1921748]
ENSMUSG00000018604	ENSMUSG00000018604.19	ENSG00000135111	TBX3	Tbx3	T-box 3 [Source:MGI Symbol;Acc:MGI:98495]
ENSMUSG00000026985	ENSMUSG00000026985.2	ENSG00000136696	IL36B	Il1f8	interleukin 1 family, member 8 [Source:MGI Symbol;Acc:MGI:1916927]
ENSMUSG00000044103	ENSMUSG00000044103.5	ENSG00000136688	IL36G	Il1f9	interleukin 1 family, member 9 [Source:MGI Symbol;Acc:MGI:2449929]
ENSMUSG00000032514	ENSMUSG00000032514.12	ENSG00000168026	TTC21A	Ttc21a	tetratricopeptide repeat domain 21A [Source:MGI Symbol;Acc:MGI:1921302]
ENSMUSG00000026984	ENSMUSG00000026984.5	ENSG00000136694	IL36A	Il1f6	interleukin 1 family, member 6 [Source:MGI Symbol;Acc:MGI:1859324]
ENSMUSG00000059956	ENSMUSG00000059956.15	ENSG00000166634	SERPINB12	Serpinb12	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12 [Source:MGI Symbol;Acc:MGI:1919119]
ENSMUSG00000028433	ENSMUSG00000028433.15	ENSG00000137073	UBAP2	Ubap2	ubiquitin-associated protein 2 [Source:MGI Symbol;Acc:MGI:1916176]
ENSMUSG00000026983	ENSMUSG00000026983.11	ENSG00000136695	IL36RN	Il1f5	interleukin 1 family, member 5 (delta) [Source:MGI Symbol;Acc:MGI:1859325]
ENSMUSG00000001157	ENSMUSG00000001157.14	ENSG00000087338	GMCL1	Gmcl1	germ cell-less, spermatogenesis associated 1 [Source:MGI Symbol;Acc:MGI:1345156]
ENSMUSG00000001157	ENSMUSG00000001157.14	ENSG00000244234	GMCL2	Gmcl1	germ cell-less, spermatogenesis associated 1 [Source:MGI Symbol;Acc:MGI:1345156]
ENSMUSG00000026395	ENSMUSG00000026395.17	ENSG00000081237	PTPRC	Ptprc	protein tyrosine phosphatase, receptor type, C [Source:MGI Symbol;Acc:MGI:97810]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000204501	PRAMEF15	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000120952	PRAMEF2	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000204505	PRAMEF9	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000280267	PRAMEF26	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000204479	PRAMEF17	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000204480	PRAMEF19	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000232423	PRAMEF6	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000204478	PRAMEF20	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000279804	PRAMEF18	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000187545	PRAMEF10	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000182330	PRAMEF8	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000116721	PRAMEF1	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000116726	PRAMEF12	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000229571	PRAMEF25	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000204481	PRAMEF14	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000243073	PRAMEF4	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000239810	PRAMEF11	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000204510	PRAMEF7	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000279169	PRAMEF13	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000270601	PRAMEF5	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000237700	PRAMEF33	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000096066	ENSMUSG00000096066.5	ENSG00000274764	PRAMEF27	Pramel46	PRAME like 46 [Source:MGI Symbol;Acc:MGI:3704250]
ENSMUSG00000046845	ENSMUSG00000046845.2	ENSG00000136697	IL1F10	Il1f10	interleukin 1 family, member 10 [Source:MGI Symbol;Acc:MGI:2652548]
ENSMUSG00000029178	ENSMUSG00000029178.15	ENSG00000109787	KLF3	Klf3	Kruppel-like factor 3 (basic) [Source:MGI Symbol;Acc:MGI:1342773]
ENSMUSG00000027207	ENSMUSG00000027207.16	ENSG00000156958	GALK2	Galk2	galactokinase 2 [Source:MGI Symbol;Acc:MGI:1917226]
ENSMUSG00000029994	ENSMUSG00000029994.18	ENSG00000196975	ANXA4	Anxa4	annexin A4 [Source:MGI Symbol;Acc:MGI:88030]
ENSMUSG00000089265	ENSMUSG00000089265.2	ENSG00000238300	SNORD121B	Gm22888	predicted gene, 22888 [Source:MGI Symbol;Acc:MGI:5452665]
ENSMUSG00000089308	ENSMUSG00000089308.2	ENSG00000238886	SNORD121A	Gm24837	predicted gene, 24837 [Source:MGI Symbol;Acc:MGI:5454614]
ENSMUSG00000040720	ENSMUSG00000040720.16	ENSG00000164944	VIRMA	Virma	vir like m6A methyltransferase associated [Source:MGI Symbol;Acc:MGI:1913435]
ENSMUSG00000045140	ENSMUSG00000045140.9	ENSG00000277161	PIGW	Pigw	phosphatidylinositol glycan anchor biosynthesis, class W [Source:MGI Symbol;Acc:MGI:1917575]
ENSMUSG00000049265	ENSMUSG00000049265.9	ENSG00000171303	KCNK3	Kcnk3	potassium channel, subfamily K, member 3 [Source:MGI Symbol;Acc:MGI:1100509]
ENSMUSG00000019590	ENSMUSG00000019590.17	ENSG00000008283	CYB561	Cyb561	cytochrome b-561 [Source:MGI Symbol;Acc:MGI:103253]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000204501	PRAMEF15	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000120952	PRAMEF2	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000204505	PRAMEF9	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000280267	PRAMEF26	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000204479	PRAMEF17	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000204480	PRAMEF19	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000232423	PRAMEF6	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000204478	PRAMEF20	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000279804	PRAMEF18	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000187545	PRAMEF10	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000182330	PRAMEF8	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000116721	PRAMEF1	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000116726	PRAMEF12	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000229571	PRAMEF25	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000204481	PRAMEF14	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000243073	PRAMEF4	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000239810	PRAMEF11	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000204510	PRAMEF7	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000279169	PRAMEF13	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000270601	PRAMEF5	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000237700	PRAMEF33	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000079424	ENSMUSG00000079424.9	ENSG00000274764	PRAMEF27	Pramel47	PRAME like 47 [Source:MGI Symbol;Acc:MGI:3781437]
ENSMUSG00000032515	ENSMUSG00000032515.9	ENSG00000144655	CSRNP1	Csrnp1	cysteine-serine-rich nuclear protein 1 [Source:MGI Symbol;Acc:MGI:2387989]
ENSMUSG00000044827	ENSMUSG00000044827.11	ENSG00000174125	TLR1	Tlr1	toll-like receptor 1 [Source:MGI Symbol;Acc:MGI:1341295]
ENSMUSG00000051498	ENSMUSG00000051498.8	ENSG00000174130	TLR6	Tlr6	toll-like receptor 6 [Source:MGI Symbol;Acc:MGI:1341296]
ENSMUSG00000079243	ENSMUSG00000079243.6	ENSG00000168334	XIRP1	Xirp1	xin actin-binding repeat containing 1 [Source:MGI Symbol;Acc:MGI:1333878]
ENSMUSG00000016933	ENSMUSG00000016933.18	ENSG00000124181	PLCG1	Plcg1	phospholipase C, gamma 1 [Source:MGI Symbol;Acc:MGI:97615]
ENSMUSG00000018263	ENSMUSG00000018263.12	ENSG00000089225	TBX5	Tbx5	T-box 5 [Source:MGI Symbol;Acc:MGI:102541]
ENSMUSG00000042262	ENSMUSG00000042262.6	ENSG00000179934	CCR8	Ccr8	chemokine (C-C motif) receptor 8 [Source:MGI Symbol;Acc:MGI:1201402]
ENSMUSG00000032519	ENSMUSG00000032519.12	ENSG00000144659	SLC25A38	Slc25a38	solute carrier family 25, member 38 [Source:MGI Symbol;Acc:MGI:2384782]
ENSMUSG00000020523	ENSMUSG00000020523.15	ENSG00000055147	FAM114A2	Fam114a2	family with sequence similarity 114, member A2 [Source:MGI Symbol;Acc:MGI:1917629]
ENSMUSG00000029175	ENSMUSG00000029175.18	ENSG00000213699	SLC35F6	Slc35f6	solute carrier family 35, member F6 [Source:MGI Symbol;Acc:MGI:1922169]
ENSMUSG00000093562	ENSMUSG00000093562.2	ENSG00000238886	SNORD121A	Gm23090	predicted gene, 23090 [Source:MGI Symbol;Acc:MGI:5452867]
ENSMUSG00000028436	ENSMUSG00000028436.9	ENSG00000198876	DCAF12	Dcaf12	DDB1 and CUL4 associated factor 12 [Source:MGI Symbol;Acc:MGI:1916220]
ENSMUSG00000087938	ENSMUSG00000087938.4	ENSG00000207461	RNU6-253P	Gm26049	predicted gene, 26049 [Source:MGI Symbol;Acc:MGI:5455826]
ENSMUSG00000087938	ENSMUSG00000087938.4	ENSG00000212446	RNU6-131P	Gm26049	predicted gene, 26049 [Source:MGI Symbol;Acc:MGI:5455826]
ENSMUSG00000088528	ENSMUSG00000088528.4	ENSG00000252884	RNU6-1213P	Gm26084	predicted gene, 26084 [Source:MGI Symbol;Acc:MGI:5455861]
ENSMUSG00000088528	ENSMUSG00000088528.4	ENSG00000252393	RNU6-1004P	Gm26084	predicted gene, 26084 [Source:MGI Symbol;Acc:MGI:5455861]
